UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_encoded,Product ID_encoded,Failure Type_encoded
7622,300.5,311.5,1490,38.4,67,0,1,5581,1
7623,300.6,311.6,1473,31.5,69,0,2,9303,1
7624,300.6,311.7,1734,29.9,72,0,1,5582,1
7625,300.6,311.7,1507,45.5,74,0,1,5583,1
7626,300.6,311.7,1556,34.9,76,0,1,5584,1
7627,300.5,311.6,1351,53.5,78,0,0,743,1
7628,300.5,311.7,1445,44.8,83,0,1,5585,1
7629,300.5,311.7,1619,32.7,85,0,1,5586,1
7630,300.5,311.7,1269,64.0,87,0,2,9304,1
7631,300.5,311.6,1534,37.7,90,0,1,5587,1
7632,300.5,311.6,1444,49.3,92,0,1,5588,1
7633,300.5,311.6,1744,26.8,94,0,1,5589,1
7634,300.4,311.5,1441,44.6,96,0,1,5590,1
7635,300.3,311.3,1506,40.7,98,0,2,9305,1
7636,300.3,311.4,1526,38.5,101,0,1,5591,1
7637,300.4,311.5,1704,29.7,103,0,1,5592,1
7638,300.4,311.4,1445,52.4,105,0,0,744,1
7639,300.5,311.5,1661,35.9,110,0,1,5593,1
7640,300.5,311.4,1466,41.8,112,0,1,5594,1
7641,300.4,311.3,1608,35.1,114,0,1,5595,1
7642,300.4,311.4,1352,57.3,116,0,2,9306,1
7643,300.4,311.4,1604,31.7,119,0,2,9307,1
7644,300.4,311.4,1427,50.7,122,0,0,745,1
7645,300.4,311.4,1424,44.6,127,0,1,5596,1
7646,300.4,311.4,1662,29.3,129,0,1,5597,1
7647,300.4,311.4,1936,23.9,131,0,1,5598,1
7648,300.4,311.4,1728,31.7,133,0,1,5599,1
7649,300.4,311.4,1552,28.8,135,0,1,5600,1
7650,300.4,311.5,1662,29.0,137,0,0,746,1
7651,300.3,311.4,1343,57.7,142,0,1,5601,1
7652,300.4,311.5,1476,32.6,144,0,2,9308,1
7653,300.3,311.4,1346,51.1,147,0,1,5602,1
7654,300.4,311.5,1492,44.6,149,0,1,5603,1
7655,300.3,311.5,1540,41.5,151,0,2,9309,1
7656,300.4,311.5,1596,32.5,154,0,1,5604,1
7657,300.5,311.6,1541,47.8,156,0,1,5605,1
7658,300.5,311.6,1661,30.0,158,0,1,5606,1
7659,300.4,311.6,1359,55.4,160,0,2,9310,1
7660,300.5,311.6,1528,42.4,163,0,1,5607,1
7661,300.5,311.6,1246,52.9,165,0,2,9311,1
7662,300.5,311.6,1575,32.5,168,0,1,5608,1
7663,300.5,311.6,1658,30.4,170,0,2,9312,1
7664,300.5,311.6,1385,54.8,173,0,1,5609,1
7665,300.5,311.7,1454,50.3,175,0,0,747,1
7666,300.5,311.6,1497,40.5,180,0,1,5610,1
7667,300.6,311.7,1424,50.8,182,0,2,9313,1
7668,300.6,311.7,1528,43.9,185,0,1,5611,1
7669,300.6,311.8,1539,37.0,187,0,1,5612,1
7670,300.7,311.8,1336,58.4,189,1,1,5613,2
7671,300.5,311.6,1525,37.6,191,0,1,5614,1
7672,300.5,311.6,1456,51.1,193,0,2,9314,1
7673,300.5,311.7,2141,17.2,196,0,2,9315,1
7674,300.5,311.6,1476,39.1,199,0,2,9316,1
7675,300.5,311.6,1509,47.2,202,0,1,5615,1
7676,300.5,311.6,1447,45.4,204,0,1,5616,1
7677,300.6,311.7,1448,49.1,206,0,1,5617,1
7678,300.6,311.7,1428,52.6,208,0,1,5618,1
7679,300.6,311.7,1389,52.1,210,0,2,9317,1
7680,300.7,311.7,1635,32.4,213,0,1,5619,1
7681,300.7,311.7,1395,43.7,215,0,1,5620,1
7682,300.7,311.8,1443,43.7,217,0,1,5621,1
7683,300.7,311.7,1412,49.1,219,0,2,9318,1
7684,300.7,311.7,1524,43.5,222,0,1,5622,1
7685,300.7,311.8,1407,42.4,224,0,2,9319,1
7686,300.8,311.7,1397,43.5,227,0,1,5623,1
7687,300.7,311.7,1504,36.9,229,0,2,9320,1
7688,300.7,311.7,2097,18.9,232,1,2,9321,5
7689,300.6,311.7,1553,39.8,0,0,1,5624,1
7690,300.6,311.7,1432,39.2,2,0,1,5625,1
7691,300.5,311.6,1577,36.5,4,0,2,9322,1
7692,300.5,311.5,1370,56.1,7,0,2,9323,1
7693,300.5,311.6,1506,36.2,10,0,0,748,1
7694,300.6,311.6,1964,21.4,15,0,1,5626,1
7695,300.6,311.7,1500,36.7,17,0,0,749,1
7696,300.6,311.7,1488,47.7,22,0,1,5627,1
7697,300.6,311.5,1282,60.2,24,0,0,750,1
7698,300.5,311.4,1400,45.1,29,0,1,5628,1
7699,300.6,311.5,1419,38.6,31,0,1,5629,1
7700,300.7,311.5,1441,40.6,33,0,2,9324,1
7701,300.7,311.6,1348,62.5,36,0,2,9325,1
7702,300.8,311.7,1468,38.7,39,0,0,751,1
7703,300.7,311.7,1701,30.8,44,0,2,9326,1
7704,300.7,311.7,1864,23.6,47,0,0,752,1
7705,300.6,311.6,1630,31.8,52,0,2,9327,1
7706,300.5,311.5,1316,49.7,55,0,1,5630,1
7707,300.5,311.5,1708,31.2,57,0,1,5631,1
7708,300.5,311.4,1679,27.5,59,0,0,753,1
7709,300.5,311.4,1709,32.3,64,0,1,5632,1
7710,300.5,311.4,1445,41.5,66,0,1,5633,1
7711,300.5,311.4,1390,51.9,68,0,2,9328,1
7712,300.4,311.4,1309,55.5,71,0,1,5634,1
7713,300.5,311.5,1499,37.6,73,0,1,5635,1
7714,300.5,311.4,2072,18.8,75,0,2,9329,1
7715,300.5,311.5,1487,43.0,78,0,1,5636,1
7716,300.5,311.5,1302,49.6,80,0,1,5637,1
7717,300.5,311.5,1378,48.2,82,0,2,9330,1
7718,300.5,311.6,1365,53.0,85,0,1,5638,1
7719,300.6,311.7,1427,44.6,87,0,0,754,1
7720,300.6,311.7,1535,33.3,92,0,0,755,1
7721,300.5,311.6,1476,41.7,97,0,0,756,1
7722,300.5,311.6,1425,42.4,102,0,1,5639,1
7723,300.5,311.7,1409,54.7,104,0,1,5640,1
7724,300.5,311.6,1730,30.2,106,0,1,5641,1
7725,300.5,311.6,1454,41.4,108,0,2,9331,1
7726,300.6,311.7,1744,26.9,111,0,1,5642,1
7727,300.8,311.9,1761,29.0,113,0,2,9332,1
7728,300.7,311.9,1657,30.9,116,0,2,9333,1
7729,300.7,311.8,1420,47.0,119,0,1,5643,1
7730,300.7,311.9,1329,59.2,121,0,0,757,1
7731,300.6,311.9,1472,44.2,126,0,1,5644,1
7732,300.6,312.0,1566,30.1,128,0,1,5645,1
7733,300.6,312.0,1430,42.7,130,0,1,5646,1
7734,300.6,312.0,1481,40.9,132,0,1,5647,1
7735,300.6,312.0,1670,29.4,134,0,1,5648,1
7736,300.6,312.0,1406,55.1,136,0,1,5649,1
7737,300.6,312.1,1354,46.9,138,0,0,758,1
7738,300.5,312.0,1985,19.3,143,0,2,9334,1
7739,300.5,312.0,1263,60.8,146,0,2,9335,1
7740,300.5,311.9,1576,31.1,149,0,1,5650,1
7741,300.5,312.0,1453,45.1,151,0,1,5651,1
7742,300.5,312.0,1478,39.0,153,0,1,5652,1
7743,300.5,311.9,1323,57.9,155,0,2,9336,1
7744,300.5,311.9,1710,28.4,158,0,1,5653,1
7745,300.4,311.7,1314,59.5,160,0,1,5654,1
7746,300.4,311.7,1460,39.6,162,0,1,5655,1
7747,300.4,311.7,1508,45.4,164,0,2,9337,1
7748,300.5,311.8,1331,55.3,167,0,2,9338,1
7749,300.4,311.7,1515,47.4,170,0,1,5656,1
7750,300.4,311.6,1674,33.0,172,0,1,5657,1
7751,300.4,311.7,1444,51.2,174,0,1,5658,1
7752,300.4,311.7,1398,42.6,176,0,2,9339,1
7753,300.4,311.7,1832,24.2,179,0,2,9340,1
7754,300.5,311.8,1591,42.0,182,0,2,9341,1
7755,300.4,311.7,1478,39.9,185,0,2,9342,1
7756,300.4,311.8,1362,47.6,188,0,2,9343,1
7757,300.5,311.8,1368,57.9,191,1,1,5659,2
7758,300.3,311.7,1723,28.3,193,0,2,9344,1
7759,300.4,311.8,1689,30.8,196,0,1,5660,1
7760,300.4,311.8,1272,59.2,198,1,1,5661,2
7761,300.4,311.7,1511,33.0,200,0,2,9345,1
7762,300.4,311.6,1715,30.8,203,0,0,759,1
7763,300.3,311.5,1400,43.8,0,0,2,9346,1
7764,300.4,311.6,1200,76.6,3,1,1,5662,3
7765,300.4,311.7,1555,38.7,5,0,2,9347,1
7766,300.3,311.6,1427,56.2,8,0,0,760,1
7767,300.3,311.4,1318,52.7,13,0,1,5663,1
7768,300.2,311.4,1319,54.6,15,0,0,761,1
7769,300.2,311.4,1960,20.9,20,0,2,9348,1
7770,300.3,311.5,1552,38.9,23,0,1,5664,1
7771,300.3,311.5,1548,32.2,25,0,1,5665,1
7772,300.3,311.6,1709,29.5,27,0,1,5666,1
7773,300.3,311.5,1464,41.0,29,0,0,762,1
7774,300.3,311.4,1759,24.8,34,0,1,5667,1
7775,300.3,311.5,1634,31.9,36,0,1,5668,1
7776,300.3,311.5,1663,33.6,38,0,1,5669,1
7777,300.3,311.5,1445,47.3,40,0,2,9349,1
7778,300.3,311.5,1695,25.6,43,0,1,5670,1
7779,300.4,311.6,1517,39.0,45,0,1,5671,1
7780,300.5,311.7,1811,26.8,47,0,1,5672,1
7781,300.4,311.6,1815,23.5,49,0,1,5673,1
7782,300.4,311.7,1513,40.0,51,0,1,5674,1
7783,300.4,311.6,1518,36.4,53,0,2,9350,1
7784,300.3,311.5,1667,28.8,56,0,1,5675,1
7785,300.3,311.5,1403,60.1,58,0,1,5676,1
7786,300.2,311.5,1383,42.1,60,0,1,5677,1
7787,300.3,311.5,1466,46.2,62,0,1,5678,1
7788,300.3,311.5,1378,47.5,64,0,1,5679,1
7789,300.2,311.5,1547,40.9,66,0,2,9351,1
7790,300.2,311.5,1495,38.5,69,0,1,5680,1
7791,300.1,311.4,1729,29.3,71,0,1,5681,1
7792,300.1,311.4,1418,47.7,73,0,1,5682,1
7793,300.1,311.4,1485,40.4,75,0,0,763,1
7794,300.1,311.5,1434,40.8,80,0,1,5683,1
7795,300.2,311.6,1415,55.8,82,0,2,9352,1
7796,300.1,311.6,1674,29.6,85,0,0,764,1
7797,300.1,311.5,1454,52.4,90,0,1,5684,1
7798,300.0,311.4,1476,39.0,92,0,1,5685,1
7799,300.0,311.5,1812,28.3,94,0,1,5686,1
7800,300.0,311.4,1374,41.9,96,0,1,5687,1
7801,300.1,311.4,1524,40.6,98,0,2,9353,1
7802,300.0,311.4,1383,49.6,101,0,1,5688,1
7803,299.9,311.3,1429,58.2,103,0,1,5689,1
7804,299.8,311.3,1517,41.2,105,0,2,9354,1
7805,299.9,311.4,1480,44.9,108,0,2,9355,1
7806,299.9,311.4,1706,28.8,111,0,1,5690,1
7807,300.0,311.5,1349,48.6,113,0,1,5691,1
7808,300.0,311.5,1451,49.0,115,0,2,9356,1
7809,299.9,311.4,1627,36.7,118,0,1,5692,1
7810,300.0,311.4,1537,35.4,120,0,2,9357,1
7811,300.1,311.5,2218,17.0,123,0,1,5693,1
7812,300.0,311.4,1466,39.0,125,0,2,9358,1
7813,300.0,311.5,1666,32.0,128,0,1,5694,1
7814,300.0,311.5,1455,41.7,130,0,1,5695,1
7815,300.0,311.4,1927,24.6,132,0,1,5696,1
7816,299.9,311.3,1703,28.4,134,0,2,9359,1
7817,299.8,311.2,1533,35.9,137,0,1,5697,1
7818,299.8,311.3,1785,25.4,139,0,0,765,1
7819,299.8,311.2,2142,16.6,144,0,1,5698,1
7820,299.8,311.2,1369,46.2,146,0,1,5699,1
7821,299.8,311.2,1706,29.2,148,0,2,9360,1
7822,299.9,311.3,1802,24.4,151,0,1,5700,1
7823,299.9,311.3,1413,41.8,153,0,0,766,1
7824,300.0,311.3,1484,53.2,158,0,1,5701,1
7825,299.9,311.3,1535,38.1,160,0,1,5702,1
7826,299.9,311.2,1579,35.5,162,0,2,9361,1
7827,299.8,311.1,1300,64.2,165,0,1,5703,1
7828,299.8,311.1,1452,44.3,167,0,2,9362,1
7829,299.8,311.1,1562,35.7,170,0,2,9363,1
7830,299.8,311.2,1664,28.3,173,0,1,5704,1
7831,299.9,311.2,1495,35.8,175,0,0,767,1
7832,300.0,311.4,1533,42.6,180,0,2,9364,1
7833,300.0,311.4,1484,37.0,183,0,1,5705,1
7834,300.0,311.4,1604,38.7,185,0,1,5706,1
7835,300.0,311.4,1483,45.6,187,0,1,5707,1
7836,300.1,311.5,1549,34.7,189,0,1,5708,1
7837,300.1,311.4,1604,35.0,191,0,1,5709,1
7838,300.2,311.5,1685,31.0,193,0,1,5710,1
7839,300.2,311.6,1372,49.2,195,0,1,5711,1
7840,300.3,311.6,1374,47.4,197,0,1,5712,1
7841,300.2,311.6,1606,31.0,199,0,1,5713,1
7842,300.1,311.5,1471,47.2,201,0,1,5714,1
7843,300.1,311.5,1659,31.1,203,0,1,5715,1
7844,300.1,311.7,1400,48.5,205,0,2,9365,1
7845,300.1,311.7,1503,42.6,208,0,1,5716,1
7846,300.2,311.8,1798,23.2,210,0,1,5717,1
7847,300.2,311.6,1608,35.0,212,0,2,9366,1
7848,300.2,311.6,1322,50.9,215,0,1,5718,1
7849,300.2,311.6,1547,37.7,217,0,0,768,1
7850,300.3,311.7,1374,47.9,222,1,2,9367,5
7851,300.3,311.7,1447,36.8,0,0,2,9368,1
7852,300.4,311.7,1373,47.2,3,0,1,5719,1
7853,300.3,311.7,1515,37.5,5,0,1,5720,1
7854,300.3,311.7,1317,56.5,7,0,1,5721,1
7855,300.3,311.8,1551,37.2,9,0,1,5722,1
7856,300.3,311.8,1592,32.1,11,0,2,9369,1
7857,300.4,311.8,1433,42.2,14,0,1,5723,1
7858,300.5,311.9,1432,43.1,16,0,1,5724,1
7859,300.5,311.9,1350,51.7,18,0,1,5725,1
7860,300.5,311.9,1370,44.8,20,0,2,9370,1
7861,300.5,312.0,1415,44.6,23,0,1,5726,1
7862,300.5,312.0,1498,42.9,25,0,1,5727,1
7863,300.5,312.0,1382,54.1,27,0,2,9371,1
7864,300.5,311.9,1511,44.5,30,0,2,9372,1
7865,300.5,311.9,1330,59.5,33,0,1,5728,1
7866,300.5,311.9,1383,50.5,35,0,1,5729,1
7867,300.5,311.9,1431,49.4,37,0,1,5730,1
7868,300.5,312.0,1461,38.1,39,0,1,5731,1
7869,300.4,311.9,1438,46.7,41,0,0,769,4
7870,300.5,312.0,1779,27.7,46,0,2,9373,1
7871,300.6,312.1,1293,52.3,49,0,2,9374,1
7872,300.6,312.2,1308,54.7,52,0,1,5732,1
7873,300.6,312.3,1532,37.2,54,0,1,5733,1
7874,300.7,312.4,1470,38.6,56,0,1,5734,1
7875,300.7,312.3,1548,37.9,58,0,1,5735,1
7876,300.7,312.3,1898,24.0,60,0,1,5736,1
7877,300.7,312.2,1335,49.0,62,0,0,770,1
7878,300.7,312.3,1420,53.8,67,0,1,5737,1
7879,300.7,312.3,1418,49.0,69,0,1,5738,1
7880,300.8,312.3,1535,40.3,71,0,2,9375,1
7881,300.7,312.4,1457,47.2,74,0,0,771,1
7882,300.8,312.4,1493,39.1,79,0,1,5739,1
7883,300.7,312.3,1670,27.3,81,0,0,772,1
7884,300.7,312.3,1446,45.4,86,0,0,773,1
7885,300.8,312.4,1465,59.1,91,1,1,5740,3
7886,300.7,312.3,1590,36.3,93,0,1,5741,1
7887,300.6,312.2,2174,18.5,95,0,2,9376,1
7888,300.7,312.4,1590,37.9,98,0,1,5742,1
7889,300.7,312.3,1577,33.2,100,0,1,5743,1
7890,300.7,312.4,1371,61.7,102,0,2,9377,1
7891,300.8,312.4,1767,25.6,105,0,1,5744,1
7892,300.8,312.5,1517,39.2,107,0,1,5745,1
7893,300.9,312.6,1555,40.6,109,0,2,9378,1
7894,300.9,312.7,1416,43.8,112,0,1,5746,1
7895,300.8,312.6,1588,35.6,114,0,2,9379,1
7896,300.8,312.6,1422,50.0,117,0,1,5747,1
7897,300.8,312.6,1376,53.6,119,0,1,5748,1
7898,300.8,312.5,1434,50.7,121,0,1,5749,1
7899,300.8,312.5,1423,47.3,123,0,1,5750,1
7900,300.9,312.4,1364,52.5,125,0,1,5751,1
7901,300.8,312.4,1825,23.8,127,0,1,5752,1
7902,300.8,312.4,1365,44.5,129,0,1,5753,1
7903,300.7,312.3,1430,47.2,131,0,2,9380,1
7904,300.8,312.3,1435,44.8,134,0,1,5754,1
7905,300.8,312.4,1811,25.1,136,0,2,9381,1
7906,300.8,312.4,1465,43.7,139,0,2,9382,1
7907,300.9,312.4,1372,51.0,142,0,1,5755,1
7908,300.8,312.3,1858,26.3,144,0,1,5756,1
7909,300.7,312.3,1715,26.8,146,0,1,5757,1
7910,300.7,312.2,1590,38.5,148,0,1,5758,1
7911,300.8,312.2,1664,25.7,150,0,2,9383,1
7912,300.7,312.1,1512,36.9,153,0,1,5759,1
7913,300.7,312.1,1498,44.0,155,0,1,5760,1
7914,300.7,312.1,1395,41.9,157,0,1,5761,1
7915,300.7,312.1,1490,43.1,159,0,0,774,1
7916,300.8,312.1,1527,35.1,164,0,0,775,1
7917,300.8,312.1,1512,37.1,169,0,1,5762,1
7918,300.9,312.1,1474,42.4,171,0,1,5763,1
7919,300.8,312.1,1505,41.3,173,0,1,5764,1
7920,300.8,312.0,1496,40.0,175,0,1,5765,1
7921,300.8,312.0,1382,49.3,177,0,1,5766,1
7922,300.7,311.9,1419,47.7,179,0,1,5767,1
7923,300.7,311.9,1462,39.7,181,0,1,5768,1
7924,300.8,312.0,1450,45.0,183,0,2,9384,1
7925,300.7,311.9,1389,46.5,186,0,0,776,1
7926,300.7,311.9,1697,28.2,191,0,2,9385,1
7927,300.7,311.9,1335,57.1,194,1,1,5769,2
7928,300.7,311.9,1476,42.0,196,0,1,5770,1
7929,300.6,311.7,1497,43.6,198,0,1,5771,1
7930,300.6,311.6,1669,29.2,200,0,2,9386,1
7931,300.6,311.6,1455,48.0,203,0,1,5772,1
7932,300.7,311.7,1499,38.4,205,0,1,5773,1
7933,300.7,311.8,1478,41.9,207,0,1,5774,1
7934,300.8,311.8,1928,21.8,209,0,1,5775,1
7935,300.8,311.9,1621,28.3,211,0,2,9387,1
7936,300.8,311.9,1356,44.3,214,0,2,9388,1
7937,300.8,311.7,1490,46.4,217,0,1,5776,1
7938,300.8,311.7,1578,31.4,219,0,1,5777,1
7939,300.8,311.7,1681,31.3,221,0,1,5778,1
7940,300.8,311.8,1417,43.4,223,0,1,5779,1
7941,300.7,311.7,1532,40.0,0,0,2,9389,1
7942,300.7,311.7,1499,38.9,3,0,2,9390,1
7943,300.8,311.7,1432,45.8,6,0,1,5780,1
7944,300.8,311.7,1753,29.0,8,0,1,5781,1
7945,300.8,311.7,1414,49.0,10,0,1,5782,1
7946,300.8,311.7,1655,32.2,12,0,1,5783,1
7947,300.8,311.6,1516,35.6,14,0,1,5784,1
7948,300.8,311.7,1426,45.5,16,0,1,5785,1
7949,300.8,311.7,1479,39.4,18,0,1,5786,1
7950,300.7,311.5,1569,36.4,20,0,2,9391,1
7951,300.8,311.6,1568,36.0,23,0,1,5787,1
7952,300.9,311.8,1843,24.5,25,0,2,9392,1
7953,300.9,311.9,1480,40.9,28,0,2,9393,1
7954,301.0,312.0,1447,36.8,31,0,1,5788,1
7955,301.0,311.9,1454,41.9,33,0,1,5789,1
7956,300.9,311.9,1310,56.1,35,0,2,9394,1
7957,300.9,311.9,1513,38.0,38,0,0,777,1
7958,300.9,311.9,2140,16.5,43,0,0,778,1
7959,301.0,312.1,1377,49.9,48,0,1,5790,1
7960,301.0,312.1,1585,32.3,50,0,1,5791,1
7961,301.1,312.2,1491,42.6,52,0,0,779,1
7962,301.0,312.2,1264,59.0,57,0,1,5792,1
7963,301.0,312.2,1372,47.0,59,0,1,5793,1
7964,301.0,312.2,1510,39.9,61,0,1,5794,1
7965,300.9,312.1,1423,40.2,63,0,1,5795,1
7966,301.1,312.3,1464,35.3,65,0,1,5796,1
7967,301.0,312.2,1602,35.9,67,0,1,5797,1
7968,301.0,312.2,1629,32.6,69,0,2,9395,1
7969,300.9,312.2,1811,23.2,72,0,1,5798,1
7970,300.9,312.1,1711,28.8,74,0,1,5799,1
7971,300.9,312.1,1297,48.6,76,0,2,9396,1
7972,301.0,312.1,1405,46.1,79,0,1,5800,1
7973,301.1,312.2,1397,54.9,81,0,1,5801,1
7974,301.1,312.3,1682,29.7,83,0,1,5802,1
7975,301.2,312.3,1528,38.4,85,0,1,5803,1
7976,301.2,312.3,1548,38.3,87,0,2,9397,1
7977,301.2,312.4,1395,47.8,90,0,0,780,1
7978,301.2,312.4,1378,59.0,95,0,1,5804,1
7979,301.2,312.4,1480,53.5,97,0,1,5805,1
7980,301.2,312.4,1428,36.6,99,0,2,9398,1
7981,301.2,312.4,1505,39.6,102,0,2,9399,1
7982,301.0,312.3,1445,36.4,105,0,1,5806,1
7983,301.0,312.3,1488,42.6,107,0,1,5807,1
7984,301.0,312.2,1601,33.0,109,0,1,5808,1
7985,301.0,312.3,1550,34.9,111,0,1,5809,1
7986,301.0,312.2,1540,34.1,113,0,1,5810,1
7987,301.1,312.3,1587,34.5,115,0,1,5811,1
7988,301.0,312.2,1489,40.3,117,0,0,781,1
7989,301.1,312.3,1486,34.9,122,0,1,5812,1
7990,301.1,312.4,1430,37.9,124,0,1,5813,1
7991,301.1,312.4,1809,25.1,126,0,2,9400,1
7992,301.1,312.3,1534,39.0,129,0,1,5814,1
7993,301.1,312.3,1852,25.9,131,0,2,9401,1
7994,301.1,312.3,1595,31.9,134,0,1,5815,1
7995,301.0,312.3,1424,43.5,136,0,1,5816,1
7996,301.0,312.2,1776,28.8,138,0,1,5817,1
7997,301.0,312.2,1499,41.5,140,0,2,9402,1
7998,301.0,312.2,2710,9.7,143,1,2,9403,3
7999,300.9,312.1,1359,51.7,146,0,1,5818,1
8000,300.9,312.1,1617,31.0,148,0,2,9404,1
8001,300.8,312.0,1443,53.3,151,0,2,9405,1
8002,300.8,312.0,1374,50.2,154,0,1,5819,1
8003,300.9,312.1,1851,23.0,156,0,2,9406,1
8004,300.8,312.0,1274,67.3,159,0,2,9407,1
8005,300.9,312.0,1533,44.0,162,0,1,5820,1
8006,300.8,312.0,1477,37.3,164,0,1,5821,1
8007,300.9,312.1,1462,46.0,166,0,1,5822,1
8008,301.0,312.1,1664,28.4,168,0,2,9408,1
8009,300.8,311.9,1414,41.1,171,0,1,5823,1
8010,300.9,312.0,2129,17.8,173,0,0,782,1
8011,300.8,311.8,1323,61.1,178,0,1,5824,1
8012,300.8,311.8,1427,43.3,180,0,1,5825,1
8013,300.9,312.0,1375,56.1,182,0,2,9409,1
8014,300.9,312.0,1402,50.7,185,0,2,9410,1
8015,300.9,312.0,1500,44.2,188,0,1,5826,1
8016,301.0,312.0,1558,37.5,190,0,2,9411,1
8017,300.9,312.0,1447,41.4,193,0,2,9412,1
8018,301.0,312.0,1518,39.3,196,0,1,5827,1
8019,301.0,311.9,1889,23.5,198,0,1,5828,1
8020,301.0,312.1,1675,30.7,200,0,1,5829,1
8021,300.9,312.0,1720,27.9,202,0,0,783,1
8022,301.0,312.0,1499,34.6,207,0,2,9413,1
8023,300.9,312.0,1441,43.8,210,0,1,5830,1
8024,300.9,312.0,1397,42.7,212,0,0,784,1
8025,300.9,312.0,1493,38.7,217,0,1,5831,1
8026,300.8,312.0,1422,50.7,219,0,2,9414,1
8027,300.7,311.9,1399,50.2,222,1,1,5832,2
8028,300.6,311.9,1425,44.9,224,0,1,5833,1
8029,300.6,311.8,1501,44.8,226,0,1,5834,1
8030,300.6,311.9,1629,35.3,0,0,2,9415,1
8031,300.6,312.0,1490,42.2,3,0,1,5835,1
8032,300.7,312.0,1550,32.4,5,0,1,5836,1
8033,300.8,312.0,1416,46.5,7,0,1,5837,1
8034,300.7,311.9,1485,38.8,9,0,1,5838,1
8035,300.7,311.8,1564,36.8,11,0,1,5839,1
8036,300.7,311.7,1910,19.7,13,0,1,5840,1
8037,300.7,311.7,1460,46.1,15,0,1,5841,1
8038,300.7,311.8,1603,34.1,17,0,1,5842,1
8039,300.7,311.8,1486,47.3,19,0,1,5843,1
8040,300.8,311.9,1560,31.8,21,0,1,5844,1
8041,300.8,311.9,1498,39.3,23,0,1,5845,1
8042,300.8,311.9,1431,48.5,25,0,0,785,1
8043,300.8,311.9,1486,45.1,30,0,1,5846,1
8044,300.7,311.9,1486,35.8,32,0,1,5847,1
8045,300.7,311.8,1441,38.1,34,0,1,5848,1
8046,300.7,311.9,1366,55.1,36,0,2,9416,1
8047,300.6,311.8,1471,41.4,39,0,1,5849,1
8048,300.6,311.9,1463,38.2,41,0,1,5850,1
8049,300.6,311.9,1413,41.3,43,0,1,5851,1
8050,300.6,311.9,1604,30.5,45,0,0,786,1
8051,300.7,312.0,1401,51.1,50,0,1,5852,1
8052,300.6,311.8,1652,27.2,52,0,1,5853,1
8053,300.5,311.9,1403,45.7,54,0,1,5854,1
8054,300.5,311.9,1887,21.7,56,0,1,5855,1
8055,300.4,311.8,1405,47.9,58,0,1,5856,1
8056,300.2,311.6,1496,41.1,60,0,0,787,1
8057,300.1,311.5,1499,43.4,65,0,1,5857,1
8058,300.2,311.5,1549,37.2,67,0,1,5858,1
8059,300.3,311.6,1515,44.9,69,0,1,5859,1
8060,300.2,311.6,1540,37.7,71,0,1,5860,1
8061,300.2,311.5,1426,44.3,73,0,0,788,1
8062,300.2,311.6,1465,41.4,78,0,2,9417,1
8063,300.3,311.6,1359,54.1,81,0,2,9418,1
8064,300.3,311.7,1551,36.4,84,0,2,9419,1
8065,300.5,311.8,1596,34.8,87,0,1,5861,1
8066,300.5,311.9,1670,26.3,89,0,2,9420,1
8067,300.4,311.9,1868,21.3,92,0,1,5862,1
8068,300.6,312.0,1490,39.8,94,0,2,9421,1
8069,300.5,311.9,1676,35.2,97,0,2,9422,1
8070,300.5,311.9,1875,22.1,100,0,2,9423,1
8071,300.5,312.0,1867,23.0,103,0,2,9424,1
8072,300.5,312.0,1646,29.5,106,0,1,5863,1
8073,300.5,312.0,1375,43.2,108,0,0,789,1
8074,300.5,312.0,1558,36.7,113,0,1,5864,1
8075,300.4,312.0,1631,34.9,115,0,1,5865,1
8076,300.4,312.0,1366,43.0,117,0,1,5866,1
8077,300.3,311.8,1360,48.0,119,0,1,5867,1
8078,300.3,311.8,1547,39.7,121,0,1,5868,1
8079,300.3,311.7,1571,31.2,123,0,1,5869,1
8080,300.2,311.5,1528,36.1,125,0,1,5870,1
8081,300.2,311.5,1432,43.6,127,0,0,790,1
8082,300.2,311.6,1356,53.5,132,0,1,5871,1
8083,300.1,311.5,1422,46.2,134,0,0,791,1
8084,300.1,311.4,1438,42.2,139,0,1,5872,1
8085,300.2,311.4,1483,44.4,141,0,1,5873,1
8086,300.2,311.4,1331,49.8,143,0,1,5874,1
8087,300.2,311.4,1463,37.5,145,0,1,5875,1
8088,300.1,311.4,1446,40.6,147,0,1,5876,1
8089,300.1,311.4,1356,45.7,149,0,1,5877,1
8090,300.1,311.3,1676,30.3,151,0,1,5878,1
8091,300.1,311.4,1910,23.0,153,0,1,5879,1
8092,300.2,311.6,1375,56.9,155,0,1,5880,1
8093,300.2,311.6,1513,40.8,157,0,2,9425,1
8094,300.2,311.6,1511,35.7,160,0,1,5881,1
8095,300.2,311.6,1662,28.8,162,0,0,792,1
8096,300.2,311.7,1493,48.3,167,0,1,5882,1
8097,300.2,311.7,1555,37.4,169,0,2,9426,1
8098,300.3,311.7,1452,41.5,172,0,1,5883,1
8099,300.2,311.6,1500,39.0,174,0,1,5884,1
8100,300.2,311.7,1603,30.5,176,0,1,5885,1
8101,300.3,311.7,1682,27.8,178,0,1,5886,1
8102,300.3,311.8,1567,37.7,180,0,1,5887,1
